Name,Country,Price,Review_Rating
SUPER CENTRAL + BALCONY IN RAMBLAS !!!,Spain,30,9
Amazing single room in Sagrada Familia area!!,Spain,30,10
Habitación privada en el corazón de Gracia,Spain,30,10
El castillo del raval,Spain,30,9
Habitación cómoda con llave 5,Spain,30,10
Acogedor alojamiento en SAGRADA FAMILIA,Spain,29,10
{{ SAGRADA FAMILIA }} Center ROOM *****,Spain,29,10
Perfect Location! QUIET ROOM just off LA RAMBLA,Spain,29,9
Habitacion Cama Doble  en Vila Olimpica .,Spain,29,9
Cosy Single Room in the Centre,Spain,29,9
Double room & private toilet near Sagrada Familia,Spain,29,10
Habitación  Barrio Barceloneta,Spain,28,9
Sunny Private Room with balcony in LA RAMBLA- WIFI,Spain,28,9
Lovely and modern apartment.,Spain,27,9
Best location double room,Spain,27,9
Single Room with Balcony in Center,Spain,27,10
Artistic house in the center of BCN,Spain,27,9
Cómoda habitación individual + baño privado,Spain,27,9
Individual room in city center,Spain,27,9
DOUBLE ROOM (1 or 2 people),Spain,27,9
Sweet home!!!,Spain,26,9
Wonderful double-room centrally located,Spain,26,10
Habitación individual Eixample,Spain,26,10
nice interior room at artistic place,Spain,26,9
Room in shared apartment,Spain,25,9
MONTHLY COZY SUNNY - SAGRADA FAM.,Spain,25,9
"Cozy room in Trinitat Vella, 15 min center BCN",Spain,25,10
Rooms in Barcelona (3 people=2 rooms),Spain,25,9
Luminous Vintage Room near Plaza España,Spain,25,9
SUPREME BALCONY DOUBLE ROOM,Spain,25,9
"habitacion independiente, muy centrica",Spain,25,9
Double room in Poble sec,Spain,25,9
Calm room Barcelona,Spain,25,8
"Double room, livingroom and terrace",Spain,25,10
Habitación  acogedora vacacional,Spain,25,10
Twin Room with Shared Bathroom,Spain,25,9
Yun's Apartment (center of Barcelona),Spain,25,9
Piso muy céntrico en Gràcia,Spain,25,9
Beautiful interior designed flat in Montjüic,Spain,25,7
Stylish design 1 bed in the heart of Gracia,Spain,25,9
Super Central Double Room & Free Breakfast (A),Spain,25,9
DOUBLE ROOM IN THE HEART OF BCN,Spain,25,9
Habitación centro Barcelona,Spain,25,9
Quiet and bright room with balcony,Spain,24,7
habitacion en Barcelona,Spain,24,9
1 SingleRoom in Beautiful Flat Center,Spain,24,10
Cosy room in the Born district,Spain,24,10
Habitacion cerca a la playa room by the beach,Spain,23,9
Comfortable and sunny double room,Spain,23,10
Share a flat in a lovely penthouse with terrace,Spain,23,10
ROOM SWEET ROOM. only 25 min from the center.,Spain,23,10
Hab individual con terrazas y vistas a Barcelona,Spain,22,10
Room in penthouse with 2 terraces,Spain,22,9
"Cosy place in the Heart of Barcelona DOWNTOWN,WIFI",Spain,22,9
Sweet room near to parc güell,Spain,22,9
Private room in L'eixample,Spain,22,9
Barcelona late desde el Raval.,Spain,22,9
SINGLE ROOM NEAR THE AIRPORT,Spain,22,8
Habitación amplia cerca de gracia  con armario,Spain,20,10
Habitación en Gràcia-Barcelona muy bien comunicada,Spain,20,9
BED&BREAKFAST in the Attic / Room04,Spain,20,9
Céntrica Habitación,Spain,20,9
Secret room2,Spain,20,8
Bonita y acogedora habitación,Spain,20,10
Private Rooms in Very Peaceful Environment,Spain,20,9
Cozy bedroom Sagrada Familia,Spain,20,10
Cosy single room en el Raval,Spain,20,10
Nice room for city visitors,Spain,19,10
Nashs house 2,Spain,19,9
H MERIDIANA 1,Spain,19,9
Arc del Triomf - Big double room in authentic flat,Spain,19,9
"Room,  Bikes and views!  SGL-DBL",Spain,18,10
Bonita habitacion centrica-Sagrada Familia,Spain,18,9
PRIVATE ROOM WITH WIFI,Spain,18,9
Quiet & Cozy,Spain,18,10
COMFORTABLE AND IN THE CENTER.,Spain,18,10
Habitación doble al lado de La Pedrera,Spain,18,10
Habitación cerca a Sagrada Familia,Spain,18,8
Library Room 1 Rambla Catalunya,Spain,17,9
Beautiful room at Tibidabbo,Spain,17,10
Single room Barcelona center,Spain,17,9
Cozy double room in Barcelona close to beach,Spain,17,9
Home Sharing - Individual Room in Plaza España,Spain,16,9
Cozy room near Montjuic and city center,Spain,16,9
ALQUILER  HABITACIONES mir,Spain,16,8
Hab. individual en Barcelona / Single room in Bcn,Spain,15,9
Bright room in sagrada familia,Spain,15,9
La Sagrada Familia (and metro) 4 blocks!,Spain,15,9
Cosy interior room for 2! I CA,Spain,15,9
Brand new Poble Sec design flat next to Montjuïc,Spain,15,9
"ESPECTACULAR Vista Con Terraza MONTAŃA, Luminoso",Spain,15,9
DOUBLE ROOM for 1 or 2 ppl,Spain,15,9
Spacious bright single bedroom,Spain,15,10
"Nice room in artistic apartment, very central",Spain,15,9
Habitacion individual para 1 person,Spain,15,9
(C)Private double Bedroom next to metro. Free WiFi,Spain,15,8
Stylish 1 bed flat with balcony in Montjüic,Spain,15,9
Habitación para dormir con cama de matrimonio,Spain,15,8
Cozy room in Sagrada Familia,Spain,15,10
Heart of the City-Cozy Room Private Sunny Balcony!,Spain,14,9
Habitación individual.,Spain,14,9
Habitación privada,Spain,12,10
"Cómoda Habitación L'Eixample, Gracia",Spain,10,8
Private room with sunny terrace of 200m2. 6,Spain,10,9
"Near the RAMBLA, the double room at  SEASIDE PORT1",Spain,10,9
